Conventions,G,BADC-CSV,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,5,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,6,Air Temperature average,oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,6,T_RHT_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,6,temperature/humidity probe Vaisala HMP50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,7,Air Temperature average flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,7,Flag T_RHT_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,7,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,7,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,8,Relative Humidity average,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,8,RH_RHT_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,8,temperature/humidity probe Vaisala HMP50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,9,Relative Humidity average flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,9,Flag RH_RHT_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,9,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,9,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,10,Pressure average,hPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,10,P_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,10,Barometric pressure at the site's altitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,11,Pressure flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,11,Flag P_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,11,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,11,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,12,Total incident solar radiation average,W/m^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,12,Tot_Solar_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,12,Skye SKS1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,13,Total solar radiation flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,13,Flag Tot_Solar_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,13,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,13,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,14,Photosynthetically Active Radiation average,W/m^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,14,PAR_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,14,Skye SKP215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,15,Photosynthetically Active Radiation flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,15,Flag PAR_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,15,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,15,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,16,Net radiation corrected for windspeed average effects,W/m^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,16,NetRad_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,16,Kipp & Zonen NrLite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,17,Net radiation flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,17,Flag NetRad_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,17,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,17,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,18,Rainfall,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,18,Rainfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,18,Tipping bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,19,Rainfall flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,19,Flag Rainfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,19,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,19,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,20,Soil temperature average,oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,20,SoilTavg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,20,Type-E thermocouples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,21,Soil temperature flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,21,Flag SoilTavg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,21,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,21,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,22,Soil Heat Flux,W/m^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,22,Soil Heat Flux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,22,"flux monitoring plates, Hukseflux HFP01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,23,Soil heat flux flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,23,Flag Soil Moisture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,23,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,23,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,24,Soil Moisture,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,24,Soil Moisture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,24,"TDR probes, campbell CS616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,25,Soil Moisture flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,25,Soil Moisture flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,25,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,25,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,26,Wind Speed measured,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,26,WindSpd (measured),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,26,From primary sonic aneomometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,27,Wind Speed measured flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,27,Flag WindSpd (measured),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,27,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,27,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,28,Wind Speed 10 m,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,28,WindSpd 10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,28,"Estimated from primary sonic anemometer until 22/06/2016  12:30, then 2D sonic (Gill Windsonic) at 10 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,29,Wind Speed flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,29,Flag WindSpd 10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,29,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,29,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,30,Wind Direction,oN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,30,Wind Dir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,30,"From primary sonic anemometer until until 22/06/2016  12:30, then 2D sonic (Gill Windsonic) at 10 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,31,Wind direction flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,31,Flag Wind Dir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,31,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,31,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,32,Snow depth average,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,32,snow_depth_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,32,"sonic snow depth sensor, campbell Scientifc SR50AH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,33,Snow depth flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,33,Flag snow_depth_Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,33,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_meanings,33,OK = initial data flag for raw data that has had a simple range check,OK = final flag for original measurement that has be verified as okay,OR = data out of range,DL = data below detection limit,OD = data within range but does not follow usual pattern (no reason is not identifiable),"SZ = calibration, span or sero check","ND = no data, missing for unknown reason","ORD = no data, point deleted as out of range","DLD = no data, point deleted as below detection limit","SZ = no data, missing due to calibration, span or sero check","IF = no data, missing due to instrument fault, maintenance or site wide issue","DLI = interpolated, point deleted as below detection limit","ORI = interpolated, point deleted as out of range","IFI = interpolated, missing due to instrument fault or site wide issue","SZI = interpolated, missing due to calibration, span or sero check","NDI = interpolated, missing for unknown reason",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,34,Present Weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,34,Present Weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments,34,WMO4680 Code - Vaisala FD12P PWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_name,35,Present weather flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_name,35,Flag Present Weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,35,0,1,2,3,4,5,10,12,13,15,16,105,106,107,108,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
