"TIMESTAMP","RECORD","LW_T_BODY_5_1_1","LW_T_BODY_IU_5_1_1","SW_IN_5_1_1","SW_IN_IU_5_1_1","LW_IN_5_1_1","LW_IN_IU_5_1_1","SW_OUT_5_1_1","SW_OUT_IU_5_1_1","LW_OUT_5_1_1","LW_OUT_IU_5_1_1","PPFD_IN_5_1_2","PPFD_IN_IU_5_1_2","PPFD_OUT_5_1_1","PPFD_OUT_IU_5_1_1","PPFD_DIF_4_1_1","PPFD_DIF_IU_4_1_1","PA_4_1_1","PA_IU_4_1_1"
"20250822050840",2689664,12.48,0,-1.63,-0.019,337.7,-0.481,-3.049,-0.032,359.2,-0.193,16.58,0.166,0,0,-0.166,-0.166,98.51458,2021.441
"20250822050900",2689665,12.45,0,-1.518,-0.018,337.1,-0.485,-2.986,-0.031,359,-0.193,0,0,0,0,0,0,98.51458,2021.441
"20250822050920",2689666,12.44,0,-1.49,-0.018,336.9,-0.487,-3.018,-0.032,358.8,-0.194,8.29,0.083,0,0,-0.498,-0.498,98.52254,2021.772
"20250822050940",2689667,12.44,0,-1.433,-0.017,336.7,-0.49,-2.986,-0.031,359,-0.192,8.29,0.083,0,0,0.166,0.166,98.51856,2021.607
"20250822051000",2689668,12.42,0,-1.405,-0.017,336.2,-0.494,-3.018,-0.032,358.9,-0.192,16.58,0.166,0,0,0.166,0.166,98.51853,2021.606
"20250822051020",2689669,12.42,0,-1.377,-0.016,336.2,-0.495,-3.049,-0.032,358.9,-0.192,16.58,0.166,0,0,0.663,0.663,98.50659,2021.108
"20250822051040",2689670,12.41,0,-1.321,-0.016,335.9,-0.498,-3.081,-0.032,358.9,-0.191,16.58,0.166,0,0,1.327,1.327,98.52251,2021.771
"20250822051100",2689671,12.4,0,-1.265,-0.015,335.7,-0.5,-3.081,-0.032,358.8,-0.191,8.29,0.083,0,0,0.829,0.829,98.51455,2021.44
"20250822051120",2689672,12.4,0,-1.152,-0.014,335.6,-0.501,-3.081,-0.032,358.8,-0.192,16.58,0.166,0,0,1.493,1.493,98.51055,2021.273
"20250822051140",2689673,12.37,0,-1.096,-0.013,335.5,-0.5,-3.208,-0.034,358.9,-0.189,8.29,0.083,0,0,1.658,1.658,98.52648,2021.936
"20250822051200",2689674,12.37,0,-0.984,-0.012,335.5,-0.5,-3.303,-0.035,358.9,-0.189,8.29,0.083,0,0,1.493,1.493,98.51852,2021.605
"20250822051220",2689675,12.37,0,-0.928,-0.011,335.4,-0.501,-3.272,-0.034,359,-0.188,8.29,0.083,0,0,1.658,1.658,98.52249,2021.771
"20250822051240",2689676,12.35,0,-0.815,-0.01,335.4,-0.5,-3.303,-0.035,358.8,-0.19,8.29,0.083,0,0,2.653,2.653,98.51055,2021.273
"20250822051300",2689677,12.37,0,-0.703,-0.008,335.7,-0.498,-3.367,-0.035,358.9,-0.189,16.58,0.166,0,0,2.653,2.653,98.51849,2021.604
"20250822051320",2689678,12.34,0,-0.618,-0.007,335.6,-0.497,-3.335,-0.035,358.8,-0.189,16.58,0.166,0,0,2.653,2.653,98.52248,2021.77
"20250822051340",2689679,12.35,0,-0.534,-0.006,336.1,-0.491,-3.24,-0.034,358.9,-0.188,16.58,0.166,0,0,2.985,2.985,98.50655,2021.106
"20250822051400",2689680,12.34,0,-0.422,-0.005,336.2,-0.49,-3.272,-0.034,359.1,-0.186,8.29,0.083,0,0,2.488,2.488,98.51054,2021.272
"20250822051420",2689681,12.34,0,-0.337,-0.004,336.5,-0.486,-3.24,-0.034,358.9,-0.187,16.58,0.166,0,0,2.819,2.819,98.5145,2021.438
"20250822051440",2689682,12.34,0,-0.253,-0.003,336.8,-0.482,-3.145,-0.033,358.9,-0.188,16.58,0.166,0,0,2.653,2.653,98.52246,2021.769
"20250822051500",2689683,12.34,0,-0.197,-0.002,337.5,-0.474,-3.081,-0.032,358.9,-0.188,16.58,0.166,0,0,3.649,3.649,98.53838,2022.433
"20250822051520",2689684,12.34,0,-0.084,-0.001,337.7,-0.471,-3.049,-0.032,358.9,-0.188,16.58,0.166,0,0,3.98,3.98,98.5145,2021.438
"20250822051540",2689685,12.34,0,0.056,0.001,337.9,-0.469,-2.954,-0.031,358.9,-0.188,16.58,0.166,0,0,3.814,3.814,98.52246,2021.769
"20250822051600",2689686,12.34,0,0.169,0.002,337.9,-0.468,-2.859,-0.03,358.8,-0.188,16.58,0.166,0,0,3.98,3.98,98.52265,2021.777
"20250822051620",2689687,12.34,0,0.281,0.003,337.9,-0.468,-2.763,-0.029,358.9,-0.188,16.58,0.166,0,0,4.312,4.312,98.51867,2021.611
"20250822051640",2689688,12.35,0,0.394,0.005,338,-0.468,-2.7,-0.028,359,-0.187,16.58,0.166,0,0,4.478,4.478,98.52663,2021.943
"20250822051700",2689689,12.34,0,0.562,0.007,337.6,-0.473,-2.668,-0.028,358.9,-0.188,16.58,0.166,0,0,4.809,4.809,98.52265,2021.777
"20250822051720",2689690,12.35,0,0.703,0.008,337.6,-0.473,-2.605,-0.027,359.1,-0.186,16.58,0.166,0,0,8.79,8.79,98.69375,2028.906
"20250822051740",2689691,12.34,0,0.928,0.011,337.6,-0.472,-2.541,-0.027,359.9,-0.177,16.58,0.166,0,0,4.809,4.809,98.52658,2021.941
"20250822051800",2689692,12.31,0,1.04,0.012,337.3,-0.474,-2.446,-0.026,359.7,-0.178,16.58,0.166,0,0,5.639,5.639,98.53853,2022.438
"20250822051820",2689693,12.28,0,1.152,0.014,336.9,-0.478,-2.319,-0.024,359.4,-0.18,16.58,0.166,0,0,5.805,5.805,98.54649,2022.77
"20250822051840",2689694,12.27,0,1.321,0.016,336.2,-0.485,-2.223,-0.023,359.2,-0.181,16.58,0.166,0,0,5.639,5.639,98.53853,2022.438
"20250822051900",2689695,12.27,0,1.49,0.018,336,-0.487,-2.16,-0.023,358.7,-0.186,16.58,0.166,0,0,6.136,6.136,98.53052,2022.105
"20250822051920",2689696,12.25,0,1.574,0.019,335.5,-0.492,-2.096,-0.022,358.8,-0.184,16.58,0.166,0,0,6.468,6.468,98.53052,2022.105
"20250822051940",2689697,12.25,0,1.686,0.02,335.2,-0.496,-2.065,-0.022,358.5,-0.187,16.58,0.166,0,0,6.302,6.302,98.53052,2022.105
"20250822052000",2689698,12.25,0,1.743,0.021,334.9,-0.499,-2.033,-0.021,358.3,-0.189,16.58,0.166,0,0,7.131,7.131,98.54247,2022.603
"20250822052020",2689699,12.26,0,1.855,0.022,334.8,-0.502,-2.033,-0.021,358.3,-0.189,16.58,0.166,0,0,7.131,7.131,98.51875,2021.615
"20250822052040",2689700,12.28,0,1.911,0.023,334.9,-0.501,-2.096,-0.022,358.4,-0.19,16.58,0.166,0,0,6.634,6.634,98.52671,2021.946
"20250822052100",2689701,12.28,0,2.024,0.024,334.6,-0.505,-2.16,-0.023,358.4,-0.19,16.58,0.166,0,0,6.965,6.965,98.53069,2022.112
"20250822052120",2689702,12.29,0,2.164,0.026,334.6,-0.505,-2.192,-0.023,358.5,-0.19,16.58,0.166,0,0,11.11,11.11,98.69787,2029.078
"20250822052140",2689703,12.28,0,2.417,0.029,334.9,-0.501,-2.223,-0.023,359.4,-0.179,24.88,0.249,0,0,8.13,8.13,98.52671,2021.946
"20250822052200",2689704,12.28,0,2.586,0.031,334.6,-0.505,-2.16,-0.023,359.5,-0.178,16.58,0.166,0,0,8.29,8.29,98.52307,2021.795
"20250822052220",2689705,12.26,0,2.698,0.032,334.2,-0.509,-2.128,-0.022,359.2,-0.181,16.58,0.166,0,0,8.62,8.62,98.54696,2022.79
"20250822052240",2689706,12.25,0,2.811,0.033,333.4,-0.517,-2.065,-0.022,359.1,-0.181,16.58,0.166,0,0,8.62,8.62,98.54297,2022.624
"20250822052300",2689707,12.25,0,2.923,0.035,333.3,-0.518,-2.033,-0.021,358.6,-0.185,24.88,0.249,0,0,8.79,8.79,98.5191,2021.629
"20250822052320",2689708,12.25,0,3.064,0.036,332.7,-0.526,-2.001,-0.021,358.7,-0.184,16.58,0.166,0,0,9.12,9.12,98.52692,2021.955
"20250822052340",2689709,12.29,0,3.12,0.037,332.8,-0.527,-2.033,-0.021,358.7,-0.188,24.88,0.249,0,0,12.77,12.77,98.69807,2029.086
"20250822052400",2689710,12.29,0,3.317,0.039,332.9,-0.526,-1.906,-0.02,359.8,-0.176,16.58,0.166,0,0,13.1,13.1,98.68613,2028.589
"20250822052420",2689711,12.26,0,3.401,0.04,333.4,-0.518,-1.842,-0.019,360.2,-0.17,16.58,0.166,0,0,13.43,13.43,98.69408,2028.92
"20250822052440",2689712,12.19,0,3.485,0.041,333.2,-0.516,-1.684,-0.018,360.5,-0.162,16.58,0.166,0,0,9.95,9.95,98.52294,2021.789
"20250822052500",2689713,12.12,0,3.598,0.043,332.6,-0.519,-1.556,-0.016,359.7,-0.167,24.88,0.249,0,0,10.12,10.12,98.54293,2022.622
"20250822052520",2689714,12.07,0,3.738,0.044,331.7,-0.527,-1.461,-0.015,359.3,-0.169,16.58,0.166,0,0,10.45,10.45,98.52303,2021.793
"20250822052540",2689715,12.06,0,3.879,0.046,331.1,-0.533,-1.398,-0.015,358.8,-0.173,24.88,0.249,0,0,14.1,14.1,98.69418,2028.924
"20250822052600",2689716,12.03,0,4.076,0.048,331.1,-0.531,-1.271,-0.013,359.2,-0.168,16.58,0.166,0,0,14.26,14.26,98.70612,2029.422
"20250822052620",2689717,11.98,0,4.188,0.05,331,-0.53,-1.175,-0.012,359.2,-0.164,16.58,0.166,0,0,10.28,10.28,98.53484,2022.285
"20250822052640",2689718,11.94,0,4.216,0.05,330.2,-0.536,-1.144,-0.012,359.1,-0.164,16.58,0.166,0,0,14.26,14.26,98.69405,2028.919
"20250822052700",2689719,11.89,0,4.272,0.051,330.1,-0.534,-1.08,-0.011,359,-0.162,24.88,0.249,0,0,10.45,10.45,98.52688,2021.953
"20250822052720",2689720,11.86,0,4.385,0.052,329.4,-0.541,-1.048,-0.011,358.4,-0.167,24.88,0.249,0,0,11.44,11.44,98.55077,2022.948
"20250822052740",2689721,11.85,0,4.413,0.053,328.9,-0.547,-1.016,-0.011,357.8,-0.172,24.88,0.249,0,0,14.93,14.93,98.70202,2029.25
"20250822052800",2689722,11.83,0,4.497,0.054,328.8,-0.547,-0.953,-0.01,358.2,-0.167,24.88,0.249,0,0,11.11,11.11,98.53096,2022.123
"20250822052820",2689723,11.82,0,4.441,0.053,328.6,-0.548,-0.985,-0.01,357.8,-0.17,33.17,0.332,0,0,15.26,15.26,98.6862,2028.591
"20250822052840",2689724,11.79,0,4.497,0.054,328.8,-0.545,-1.016,-0.011,358.1,-0.166,24.88,0.249,0,0,14.93,14.93,98.69415,2028.923
"20250822052900",2689725,11.76,0,4.666,0.056,328.7,-0.544,-0.921,-0.01,358.9,-0.156,24.88,0.249,0,0,14.76,14.76,98.71008,2029.586
"20250822052920",2689726,11.68,0,4.75,0.057,328.3,-0.543,-0.889,-0.009,358.8,-0.153,16.58,0.166,0,0,11.44,11.44,98.55094,2022.956
"20250822052940",2689727,11.65,0,4.722,0.056,327.4,-0.553,-0.889,-0.009,358.6,-0.153,24.88,0.249,0,0,11.94,11.94,98.52706,2021.961
"20250822053000",2689728,11.62,0,4.778,0.057,326.3,-0.564,-0.921,-0.01,358.1,-0.157,24.88,0.249,0,0,15.42,15.42,98.68627,2028.595
"20250822053020",2689729,11.59,0,4.834,0.058,325.9,-0.567,-0.889,-0.009,358.1,-0.154,16.58,0.166,0,0,11.94,11.94,98.54298,2022.624
"20250822053040",2689730,11.61,0,4.891,0.058,325.1,-0.578,-0.921,-0.01,357.8,-0.158,24.88,0.249,0,0,15.42,15.42,98.69821,2029.092
"20250822053100",2689731,11.59,0,4.834,0.058,324.8,-0.58,-0.921,-0.01,358.1,-0.155,33.17,0.332,0,0,11.94,11.94,98.54723,2022.801
"20250822053120",2689732,11.56,0,4.778,0.057,324,-0.588,-0.985,-0.01,357.4,-0.16,24.88,0.249,0,0,11.94,11.94,98.52734,2021.972
"20250822053140",2689733,11.58,0,4.61,0.055,323.3,-0.597,-1.08,-0.011,357,-0.166,24.88,0.249,0,0,11.78,11.78,98.53131,2022.138
"20250822053200",2689734,11.58,0,4.525,0.054,322.5,-0.607,-1.207,-0.013,356.6,-0.17,33.17,0.332,0,0,15.42,15.42,98.69848,2029.103
"20250822053220",2689735,11.63,0,4.469,0.053,322.6,-0.609,-1.271,-0.013,357.3,-0.165,33.17,0.332,0,0,11.61,11.61,98.54724,2022.802
"20250822053240",2689736,11.6,0,4.272,0.051,322.1,-0.613,-1.398,-0.015,356.6,-0.171,24.88,0.249,0,0,11.94,11.94,98.53132,2022.138
"20250822053300",2689737,11.6,0,4.104,0.049,321.5,-0.62,-1.525,-0.016,356.1,-0.176,24.88,0.249,0,0,11.77,11.77,98.5353,2022.304
"20250822053320",2689738,11.63,0,4.076,0.048,321.1,-0.627,-1.652,-0.017,356.1,-0.178,24.88,0.249,0,0,15.92,15.92,98.71442,2029.767
"20250822053340",2689739,11.64,0,4.047,0.048,321.1,-0.628,-1.652,-0.017,356.6,-0.173,24.88,0.249,0,0,11.94,11.94,98.52336,2021.807
"20250822053400",2689740,11.64,0,3.879,0.046,320.8,-0.632,-1.683,-0.018,356.4,-0.175,33.17,0.332,0,0,14.93,14.93,98.6987,2029.113
"20250822053420",2689741,11.62,0,3.879,0.046,320.7,-0.632,-1.683,-0.018,356.8,-0.17,24.88,0.249,0,0,16.25,16.25,98.69473,2028.947
"20250822053440",2689742,11.59,0,3.851,0.046,320.8,-0.628,-1.588,-0.017,357.2,-0.165,33.17,0.332,0,0,11.78,11.78,98.53551,2022.313
"20250822053500",2689743,11.53,0,3.823,0.045,320.3,-0.631,-1.588,-0.017,356.5,-0.168,16.58,0.166,0,0,12.44,12.44,98.52357,2021.815
"20250822053520",2689744,11.51,0,3.823,0.045,319.7,-0.636,-1.588,-0.017,356,-0.172,16.58,0.166,8.29,0.083,12.27,12.27,98.52772,2021.988
"20250822053540",2689745,11.51,0,3.907,0.046,319.2,-0.642,-1.62,-0.017,356.1,-0.171,16.58,0.166,0,0,13.27,13.27,98.53169,2022.154
"20250822053600",2689746,11.48,0,4.047,0.048,318.4,-0.65,-1.715,-0.018,355.5,-0.175,24.88,0.249,0,0,12.94,12.94,98.52374,2021.822
"20250822053620",2689747,11.51,0,4.104,0.049,318.1,-0.656,-1.715,-0.018,355.3,-0.179,33.17,0.332,0,0,13.43,13.43,98.52374,2021.822
"20250822053640",2689748,11.54,0,4.104,0.049,317.8,-0.661,-1.779,-0.019,355.2,-0.182,33.17,0.332,0,0,12.94,12.94,98.53169,2022.154
"20250822053700",2689749,11.55,0,4.104,0.049,317.7,-0.663,-1.811,-0.019,355.1,-0.184,33.17,0.332,0,0,16.92,16.92,98.69105,2028.794
"20250822053720",2689750,11.57,0,4.216,0.05,318.1,-0.659,-1.811,-0.019,355.7,-0.179,24.88,0.249,0,0,13.43,13.43,98.52388,2021.828
"20250822053740",2689751,11.57,0,4.3,0.051,318.1,-0.66,-1.842,-0.019,355.6,-0.179,24.88,0.249,0,0,14.26,14.26,98.52785,2021.994
"20250822053800",2689752,11.55,0,4.413,0.053,317.8,-0.662,-1.874,-0.02,355.6,-0.179,24.88,0.249,0,0,14.1,14.1,98.53582,2022.326
"20250822053820",2689753,11.57,0,4.638,0.055,317.6,-0.666,-1.906,-0.02,355.2,-0.184,33.17,0.332,0,0,14.26,14.26,98.52776,2021.99
"20250822053840",2689754,11.58,0,4.834,0.058,317.6,-0.666,-1.842,-0.019,355.1,-0.186,33.17,0.332,0,0,18.24,18.24,98.73473,2030.614
"20250822053900",2689755,11.6,0,5.116,0.061,318.3,-0.659,-1.779,-0.019,356,-0.177,33.17,0.332,0,0,15.42,15.42,98.5397,2022.488
"20250822053920",2689756,11.57,0,5.312,0.063,318.2,-0.658,-1.715,-0.018,355.6,-0.179,33.17,0.332,0,0,15.26,15.26,98.55164,2022.985
"20250822053940",2689757,11.55,0,5.537,0.066,318.2,-0.657,-1.652,-0.017,355.3,-0.182,33.17,0.332,0,0,18.74,18.74,98.69494,2028.955
"20250822054000",2689758,11.55,0,6.043,0.072,319,-0.648,-1.461,-0.015,356.2,-0.172,33.17,0.332,0,0,20.56,20.56,98.69884,2029.118
"20250822054020",2689759,11.51,0,6.465,0.077,319.7,-0.637,-1.302,-0.014,356.6,-0.166,33.17,0.332,0,0,17.25,17.25,98.53963,2022.484
"20250822054040",2689760,11.45,0,6.83,0.081,319.8,-0.631,-1.175,-0.012,356,-0.169,33.17,0.332,0,0,17.41,17.41,98.5237,2021.821
"20250822054100",2689761,11.42,0,7.364,0.088,320.1,-0.626,-1.048,-0.011,355.8,-0.169,33.17,0.332,0,0,22.06,22.06,98.6869,2028.621
"20250822054120",2689762,11.39,0,7.898,0.094,320.8,-0.616,-0.826,-0.009,356.2,-0.163,33.17,0.332,0,0,21.89,21.89,98.71072,2029.613
"20250822054140",2689763,11.36,0,8.52,0.101,321.9,-0.6,-0.604,-0.006,356.8,-0.156,33.17,0.332,0,0,23.22,23.22,98.70276,2029.281
"20250822054200",2689764,11.28,0,9.25,0.11,322.9,-0.584,-0.381,-0.004,357.3,-0.146,33.17,0.332,0,0,23.22,23.22,98.69878,2029.116
"20250822054220",2689765,11.22,0,9.92,0.118,323.7,-0.57,-0.127,-0.001,357.4,-0.141,33.17,0.332,0,0,25.04,25.04,98.70674,2029.447
"20250822054240",2689766,11.14,0,10.65,0.127,324.3,-0.557,0.191,0.002,357.8,-0.133,33.17,0.332,0,0,25.21,25.21,98.69479,2028.95
"20250822054300",2689767,11.04,0,11.58,0.138,325.1,-0.541,0.476,0.005,357.8,-0.127,41.46,0.415,0,0,26.04,26.04,98.69495,2028.956
"20250822054320",2689768,10.98,0,12.42,0.148,325.7,-0.529,0.762,0.008,357.9,-0.123,41.46,0.415,0,0,28.03,28.03,98.69495,2028.956
"20250822054340",2689769,10.88,0,13.38,0.159,326.2,-0.518,1.112,0.012,357.9,-0.118,33.17,0.332,0,0,28.53,28.53,98.71087,2029.62
"20250822054400",2689770,10.79,0,14.45,0.172,326.8,-0.505,1.429,0.015,358,-0.112,49.75,0.498,0,0,29.02,29.02,98.7029,2029.288
"20250822054420",2689771,10.73,0,15.32,0.182,327.2,-0.497,1.747,0.018,358,-0.108,49.75,0.498,0,0,30.35,30.35,98.6909,2028.787
"20250822054440",2689772,10.67,0,16.22,0.193,327.8,-0.486,2.001,0.021,358.1,-0.104,49.75,0.498,0,0,31.68,31.68,98.70681,2029.45
"20250822054500",2689773,10.58,0,17.17,0.204,327.9,-0.479,2.287,0.024,357.9,-0.1,49.75,0.498,0,0,32.01,32.01,98.70681,2029.45
"20250822054520",2689774,10.53,0,17.96,0.214,328.4,-0.47,2.509,0.026,357.9,-0.098,49.75,0.498,0,0,33.67,33.67,98.70284,2029.285
"20250822054540",2689775,10.48,0,18.83,0.224,328.5,-0.465,2.763,0.029,358,-0.094,49.75,0.498,0,0,34.16,34.16,98.71478,2029.782
"20250822054600",2689776,10.42,0,19.65,0.234,328.9,-0.456,2.986,0.031,358.1,-0.091,49.75,0.498,0,0,34.83,34.83,98.68685,2028.619
"20250822054620",2689777,10.38,0,20.35,0.242,329.1,-0.452,3.176,0.033,358.1,-0.088,49.75,0.498,0,0,36.15,36.15,98.70277,2029.282
"20250822054640",2689778,10.34,0,21.02,0.25,329.2,-0.448,3.303,0.035,358.2,-0.085,49.75,0.498,0,0,36.82,36.82,98.69481,2028.95
"20250822054700",2689779,10.3,0,21.7,0.258,329.4,-0.443,3.494,0.037,358.2,-0.083,49.75,0.498,0,0,38.31,38.31,98.69083,2028.785
"20250822054720",2689780,10.27,0,22.23,0.265,329.6,-0.438,3.653,0.038,358.1,-0.082,58.05,0.58,0,0,37.98,37.98,98.69496,2028.957
"20250822054740",2689781,10.24,0,22.77,0.271,329.9,-0.433,3.78,0.04,358.2,-0.079,49.75,0.498,0,0,39.47,39.47,98.687,2028.625
"20250822054800",2689782,10.2,0,23.39,0.278,330.2,-0.428,3.907,0.041,358.2,-0.077,58.05,0.58,0,0,39.31,39.31,98.70292,2029.288
"20250822054820",2689783,10.17,0,23.86,0.284,330.4,-0.423,4.066,0.043,358.2,-0.075,49.75,0.498,0,0,40.3,40.3,98.71486,2029.786
"20250822054840",2689784,10.16,0,24.4,0.29,330.7,-0.418,4.193,0.044,358.3,-0.073,58.05,0.58,0,0,40.13,40.13,98.69098,2028.791
"20250822054900",2689785,10.11,0,24.99,0.297,330.8,-0.414,4.352,0.046,358.4,-0.07,66.34,0.663,0,0,41.96,41.96,98.71081,2029.617
"20250822054920",2689786,10.11,0,25.44,0.303,330.9,-0.412,4.383,0.046,358.5,-0.069,66.34,0.663,0,0,41.96,41.96,98.68691,2028.622
"20250822054940",2689787,10.08,0,25.86,0.308,331,-0.409,4.479,0.047,358.5,-0.067,66.34,0.663,0,0,44.28,44.28,98.6909,2028.787
"20250822055000",2689788,10.06,0,26.34,0.313,331.1,-0.407,4.606,0.048,358.6,-0.065,66.34,0.663,0,0,43.62,43.62,98.69886,2029.119
"20250822055020",2689789,10.06,0,26.7,0.318,331.2,-0.406,4.701,0.05,358.7,-0.064,66.34,0.663,0,0,44.78,44.78,98.699,2029.125
"20250822055040",2689790,10.05,0,27.01,0.321,331.4,-0.403,4.765,0.05,358.8,-0.063,66.34,0.663,0,0,44.94,44.94,98.68707,2028.627
"20250822055100",2689791,10.02,0,27.43,0.326,331.3,-0.402,4.892,0.052,358.7,-0.062,66.34,0.663,0,0,45.77,45.77,98.69502,2028.959
"20250822055120",2689792,10,0,27.69,0.329,331.3,-0.401,4.955,0.052,358.7,-0.061,66.34,0.663,0,0,45.94,45.94,98.70696,2029.457
"20250822055140",2689793,10,0,27.94,0.332,331.5,-0.399,5.019,0.053,358.8,-0.06,66.34,0.663,0,0,46.6,46.6,98.70696,2029.457
"20250822055200",2689794,9.98,0,28.14,0.335,331.3,-0.4,5.05,0.053,358.7,-0.06,66.34,0.663,0,0,47.1,47.1,98.68697,2028.624
"20250822055220",2689795,9.98,0,28.25,0.336,331.3,-0.4,5.05,0.053,358.8,-0.059,66.34,0.663,0,0,47.43,47.43,98.70289,2029.287
"20250822055240",2689796,9.95,0,28.36,0.337,331.1,-0.401,5.114,0.054,358.7,-0.059,66.34,0.663,0,0,47.76,47.76,98.69094,2028.789
"20250822055300",2689797,9.97,0,28.36,0.337,331,-0.402,5.114,0.054,358.8,-0.059,66.34,0.663,0,0,47.93,47.93,98.68298,2028.458
"20250822055320",2689798,9.95,0,28.36,0.337,330.9,-0.403,5.082,0.054,358.7,-0.059,66.34,0.663,0,0,48.43,48.43,98.69506,2028.961
"20250822055340",2689799,9.93,0,28.33,0.337,330.6,-0.405,5.082,0.054,358.7,-0.057,66.34,0.663,0,0,47.76,47.76,98.69107,2028.795
"20250822055400",2689800,9.92,0,28.25,0.336,330.4,-0.407,5.051,0.053,358.6,-0.057,66.34,0.663,0,0,48.59,48.59,98.69904,2029.126
"20250822055420",2689801,9.93,0,28.22,0.336,330.3,-0.409,5.019,0.053,358.7,-0.057,66.34,0.663,0,0,48.1,48.1,98.69506,2028.961
"20250822055440",2689802,9.92,0,28.19,0.335,330,-0.412,5.019,0.053,358.6,-0.057,66.34,0.663,0,0,48.1,48.1,98.69904,2029.126
"20250822055500",2689803,9.93,0,28.19,0.335,329.7,-0.416,4.987,0.053,358.7,-0.057,66.34,0.663,0,0,47.93,47.93,98.72701,2030.292
"20250822055520",2689804,9.92,0,28.19,0.335,329.3,-0.42,4.987,0.053,358.6,-0.057,66.34,0.663,0,0,47.76,47.76,98.69118,2028.799
"20250822055540",2689805,9.9,0,28.14,0.335,328.9,-0.424,4.955,0.052,358.5,-0.058,66.34,0.663,0,0,48.59,48.59,98.69118,2028.799
"20250822055600",2689806,9.9,0,28.14,0.335,328.5,-0.428,4.923,0.052,358.5,-0.058,66.34,0.663,0,0,47.93,47.93,98.69515,2028.965
"20250822055620",2689807,9.87,0,28.19,0.335,328,-0.433,4.923,0.052,358.3,-0.058,66.34,0.663,0,0,47.93,47.93,98.69524,2028.968
"20250822055640",2689808,9.87,0,28.25,0.336,327.5,-0.439,4.923,0.052,358.3,-0.058,66.34,0.663,0,0,47.93,47.93,98.70718,2029.466
"20250822055700",2689809,9.85,0,28.36,0.337,326.9,-0.445,4.955,0.052,358.2,-0.058,66.34,0.663,0,0,48.59,48.59,98.69126,2028.802
"20250822055720",2689810,9.85,0,28.47,0.339,326.5,-0.45,4.955,0.052,358.2,-0.058,66.34,0.663,0,0,48.59,48.59,98.69524,2028.968
"20250822055740",2689811,9.85,0,28.7,0.342,326.1,-0.456,4.987,0.053,358.1,-0.059,66.34,0.663,0,0,48.43,48.43,98.69922,2029.134
"20250822055800",2689812,9.85,0,28.95,0.345,325.6,-0.461,5.051,0.053,358,-0.06,66.34,0.663,0,0,49.75,49.75,98.69909,2029.128
"20250822055820",2689813,9.84,0,29.23,0.348,325,-0.467,5.082,0.054,357.9,-0.06,66.34,0.663,0,0,50.25,50.25,98.70306,2029.294
"20250822055840",2689814,9.84,0,29.51,0.351,324.7,-0.471,5.146,0.054,357.8,-0.061,66.34,0.663,0,0,50.42,50.42,98.69909,2029.128
"20250822055900",2689815,9.84,0,29.88,0.356,324.2,-0.477,5.241,0.055,357.9,-0.061,66.34,0.663,0,0,50.42,50.42,98.70306,2029.294
"20250822055920",2689816,9.82,0,30.19,0.359,323.7,-0.482,5.273,0.056,357.8,-0.061,66.34,0.663,0,0,50.58,50.58,98.70315,2029.298
"20250822055940",2689817,9.84,0,30.61,0.364,323.5,-0.486,5.368,0.057,357.8,-0.061,74.63,0.746,0,0,51.58,51.58,98.69917,2029.132
"20250822060000",2689818,9.82,0,31.06,0.37,323,-0.491,5.432,0.057,357.7,-0.061,74.63,0.746,0,0,51.91,51.91,98.70315,2029.298
"20250822060020",2689819,9.82,0,31.56,0.376,322.7,-0.494,5.527,0.058,357.7,-0.061,82.9,0.829,0,0,53.07,53.07,98.7151,2029.796
"20250822060040",2689820,9.82,0,32.07,0.382,322.4,-0.498,5.622,0.059,357.8,-0.061,82.9,0.829,0,0,54.9,54.9,98.69519,2028.966
"20250822060100",2689821,9.82,0,32.69,0.389,321.9,-0.503,5.749,0.061,357.9,-0.06,74.63,0.746,0,0,54.73,54.73,98.70721,2029.467
"20250822060120",2689822,9.81,0,33.19,0.395,321.5,-0.507,5.813,0.061,357.8,-0.06,82.9,0.829,0,0,56.06,56.06,98.70721,2029.467
"20250822060140",2689823,9.82,0,33.84,0.403,321.3,-0.511,5.94,0.063,357.8,-0.06,82.9,0.829,0,0,56.89,56.89,98.69129,2028.804
"20250822060200",2689824,9.81,0,34.6,0.412,320.9,-0.515,6.067,0.064,357.9,-0.059,82.9,0.829,0,0,57.88,57.88,98.68731,2028.638
"20250822060220",2689825,9.82,0,35.28,0.42,320.7,-0.518,6.194,0.065,358,-0.059,82.9,0.829,0,0,58.38,58.38,98.68737,2028.641
"20250822060240",2689826,9.8,0,35.95,0.428,320.5,-0.519,6.321,0.067,357.9,-0.059,82.9,0.829,0,0,60.04,60.04,98.69534,2028.972
"20250822060300",2689827,9.8,0,36.79,0.438,320.4,-0.521,6.512,0.069,358,-0.057,82.9,0.829,0,0,62.03,62.03,98.67941,2028.309
"20250822060320",2689828,9.82,0,37.47,0.446,320.3,-0.523,6.639,0.07,358.3,-0.056,82.9,0.829,0,0,62.19,62.19,98.6834,2028.475
"20250822060340",2689829,9.82,0,38.25,0.455,320.2,-0.525,6.766,0.071,358.4,-0.054,82.9,0.829,0,0,63.19,63.19,98.67941,2028.309
"20250822060400",2689830,9.82,0,39.27,0.467,320,-0.527,6.988,0.074,358.4,-0.054,82.9,0.829,0,0,64.68,64.68,98.68343,2028.477
