"TIMESTAMP","RECORD","LW_T_BODY_5_1_1","LW_T_BODY_IU_5_1_1","SW_IN_5_1_1","SW_IN_IU_5_1_1","LW_IN_5_1_1","LW_IN_IU_5_1_1","SW_OUT_5_1_1","SW_OUT_IU_5_1_1","LW_OUT_5_1_1","LW_OUT_IU_5_1_1","PPFD_IN_5_1_2","PPFD_IN_IU_5_1_2","PPFD_OUT_5_1_1","PPFD_OUT_IU_5_1_1","PPFD_DIF_4_1_1","PPFD_DIF_IU_4_1_1","PA_4_1_1","PA_IU_4_1_1"
"20250822002420",2688811,11.12,0,-7.364,-0.088,301.2,-0.835,-3.939,-0.041,350.6,-0.208,0,0,0,0,-4.312,-4.312,98.6228,2025.95
"20250822002440",2688812,11.15,0,-7.167,-0.085,301.5,-0.834,-3.971,-0.042,351,-0.205,0,0,0,0,-4.146,-4.146,98.61883,2025.784
"20250822002500",2688813,11.16,0,-6.943,-0.083,301.3,-0.837,-3.907,-0.041,351.3,-0.202,0,0,0,0,-4.146,-4.146,98.62263,2025.943
"20250822002520",2688814,11.19,0,-6.858,-0.082,301.4,-0.838,-3.875,-0.041,351.1,-0.207,0,0,0,0,-4.312,-4.312,98.61466,2025.611
"20250822002540",2688815,11.24,0,-6.774,-0.081,301.7,-0.838,-3.875,-0.041,351.5,-0.205,0,0,0,0,-3.98,-3.98,98.61864,2025.777
"20250822002600",2688816,11.28,0,-6.718,-0.08,301.4,-0.844,-3.844,-0.04,352,-0.202,0,0,0,0,-3.98,-3.98,98.61864,2025.777
"20250822002620",2688817,11.33,0,-6.605,-0.079,301.5,-0.845,-3.844,-0.04,352.2,-0.203,0,0,0,0,-4.146,-4.146,98.6189,2025.788
"20250822002640",2688818,11.37,0,-6.577,-0.078,301.4,-0.849,-3.875,-0.041,352.4,-0.203,0,0,0,0,-3.649,-3.649,98.6189,2025.788
"20250822002700",2688819,11.42,0,-6.633,-0.079,301.7,-0.849,-3.875,-0.041,353.2,-0.197,0,0,0,0,-4.312,-4.312,98.62687,2026.119
"20250822002720",2688820,11.45,0,-6.577,-0.078,301.6,-0.851,-3.939,-0.041,353.2,-0.198,0,0,0,0,-3.483,-3.483,98.62687,2026.119
"20250822002740",2688821,11.51,0,-6.633,-0.079,302,-0.851,-4.002,-0.042,353.2,-0.202,0,0,0,0,-4.312,-4.312,98.61492,2025.622
"20250822002800",2688822,11.55,0,-6.577,-0.078,301.9,-0.854,-4.002,-0.042,353.4,-0.202,0,0,0,0,-4.478,-4.478,98.62708,2026.128
"20250822002820",2688823,11.6,0,-6.662,-0.079,302.2,-0.854,-4.034,-0.042,353.3,-0.205,0,0,0,0,-4.146,-4.146,98.63503,2026.46
"20250822002840",2688824,11.66,0,-6.69,-0.08,302.8,-0.85,-4.098,-0.043,353.9,-0.202,0,0,0,0,-4.312,-4.312,98.62708,2026.128
"20250822002900",2688825,11.69,0,-6.633,-0.079,302.9,-0.851,-4.161,-0.044,354.6,-0.197,0,0,0,0,-3.483,-3.483,98.61912,2025.796
"20250822002920",2688826,11.74,0,-6.718,-0.08,303.3,-0.85,-4.225,-0.044,354.8,-0.198,0,0,0,0,-4.146,-4.146,98.62325,2025.969
"20250822002940",2688827,11.79,0,-6.661,-0.079,303.4,-0.851,-4.256,-0.045,355.1,-0.197,0,0,0,0,-4.312,-4.312,98.61928,2025.803
"20250822003000",2688828,11.83,0,-6.746,-0.08,304.1,-0.846,-4.32,-0.045,355.2,-0.199,0,0,0,0,-4.312,-4.312,98.61928,2025.803
"20250822003020",2688829,11.89,0,-6.774,-0.081,304.6,-0.843,-4.352,-0.046,355.4,-0.2,0,0,0,0,-4.146,-4.146,98.61928,2025.803
"20250822003040",2688830,11.92,0,-6.802,-0.081,304.8,-0.843,-4.479,-0.047,355.3,-0.202,0,0,0,0,-4.312,-4.312,98.63918,2026.633
"20250822003100",2688831,11.96,0,-6.886,-0.082,305.3,-0.84,-4.479,-0.047,355.5,-0.202,0,0,0,0,-4.312,-4.312,98.63116,2026.298
"20250822003120",2688832,12.01,0,-6.915,-0.082,305.4,-0.841,-4.574,-0.048,356,-0.2,0,0,0,0,-3.98,-3.98,98.61921,2025.8
"20250822003140",2688833,12.04,0,-6.886,-0.082,305.3,-0.844,-4.511,-0.047,355.9,-0.202,0,0,0,0,-4.312,-4.312,98.61921,2025.8
"20250822003200",2688834,12.08,0,-6.943,-0.083,305.2,-0.848,-4.542,-0.048,355.6,-0.208,0,0,0,0,-4.478,-4.478,98.62319,2025.966
"20250822003220",2688835,12.13,0,-7.055,-0.084,305.3,-0.849,-4.542,-0.048,356.4,-0.202,0,0,0,0,-4.312,-4.312,98.62313,2025.964
"20250822003240",2688836,12.15,0,-6.999,-0.083,305,-0.855,-4.542,-0.048,356.2,-0.206,0,0,0,0,-4.146,-4.146,98.61916,2025.798
"20250822003300",2688837,12.18,0,-7.055,-0.084,304.9,-0.859,-4.542,-0.048,356.4,-0.206,0,0,0,0,-4.146,-4.146,98.6311,2026.296
"20250822003320",2688838,12.21,0,-7.055,-0.084,304.7,-0.863,-4.479,-0.047,356.3,-0.208,0,0,0,0,-4.146,-4.146,98.62313,2025.964
"20250822003340",2688839,12.27,0,-7.083,-0.084,304.8,-0.865,-4.542,-0.048,356.9,-0.205,0,0,0,0,-4.146,-4.146,98.61916,2025.798
"20250822003400",2688840,12.3,0,-7.027,-0.084,304.5,-0.87,-4.542,-0.048,356.9,-0.206,0,0,0,0,-3.98,-3.98,98.6235,2025.979
"20250822003420",2688841,12.33,0,-7.055,-0.084,304.2,-0.876,-4.606,-0.048,357.2,-0.205,0,0,0,0,-3.98,-3.98,98.62748,2026.145
"20250822003440",2688842,12.37,0,-7.055,-0.084,303.8,-0.883,-4.542,-0.048,357,-0.209,0,0,0,0,-4.478,-4.478,98.61554,2025.647
"20250822003500",2688843,12.4,0,-7.224,-0.086,303.9,-0.884,-4.542,-0.048,356.7,-0.214,0,0,-8.29,-0.083,-4.146,-4.146,98.63544,2026.477
"20250822003520",2688844,12.44,0,-7.252,-0.086,304.2,-0.883,-4.606,-0.048,357.2,-0.211,0,0,0,0,-4.312,-4.312,98.63573,2026.489
"20250822003540",2688845,12.49,0,-7.224,-0.086,304,-0.888,-4.574,-0.048,357.5,-0.211,0,0,0,0,-4.146,-4.146,98.60786,2025.328
"20250822003600",2688846,12.5,0,-7.252,-0.086,303.9,-0.891,-4.638,-0.049,357.3,-0.214,0,0,0,0,-3.815,-3.815,98.61582,2025.659
"20250822003620",2688847,12.54,0,-7.336,-0.087,303.7,-0.895,-4.765,-0.05,357.4,-0.215,0,0,0,0,-4.312,-4.312,98.61582,2025.659
"20250822003640",2688848,12.56,0,-7.449,-0.089,303.7,-0.896,-4.701,-0.05,357.5,-0.215,0,0,0,0,-3.815,-3.815,98.61184,2025.493
"20250822003700",2688849,12.59,0,-7.448,-0.089,303.9,-0.897,-4.733,-0.05,357.6,-0.216,0,0,0,0,-4.146,-4.146,98.62779,2026.158
"20250822003720",2688850,12.62,0,-7.505,-0.089,304.3,-0.894,-4.669,-0.049,357.2,-0.221,0,0,0,0,-4.312,-4.312,98.63576,2026.49
"20250822003740",2688851,12.65,0,-7.505,-0.089,304.9,-0.887,-4.733,-0.05,357.7,-0.217,0,0,0,0,-4.146,-4.146,98.61983,2025.826
"20250822003800",2688852,12.66,0,-7.533,-0.09,305.4,-0.882,-4.765,-0.05,357.6,-0.219,0,0,0,0,-3.98,-3.98,98.60789,2025.329
"20250822003820",2688853,12.67,0,-7.561,-0.09,305.9,-0.877,-4.796,-0.051,357.8,-0.218,0,0,0,0,-4.146,-4.146,98.61588,2025.661
"20250822003840",2688854,12.7,0,-7.533,-0.09,306.4,-0.873,-4.701,-0.05,357.7,-0.221,0,0,0,0,-3.98,-3.98,98.62383,2025.993
"20250822003900",2688855,12.72,0,-7.561,-0.09,308.2,-0.853,-4.606,-0.048,357.3,-0.225,0,0,0,0,-3.98,-3.98,98.62383,2025.993
"20250822003920",2688856,12.73,0,-7.589,-0.09,309.9,-0.833,-4.606,-0.048,357.7,-0.223,0,0,0,0,-3.98,-3.98,98.62782,2026.159
"20250822003940",2688857,12.76,0,-7.505,-0.089,310.1,-0.832,-4.606,-0.048,358,-0.221,0,0,0,0,-4.312,-4.312,98.61987,2025.827
"20250822004000",2688858,12.76,0,-7.505,-0.089,309.1,-0.844,-4.733,-0.05,358.4,-0.217,0,0,0,0,-4.312,-4.312,98.6358,2026.491
"20250822004020",2688859,12.78,0,-7.449,-0.089,307.9,-0.86,-4.765,-0.05,358.6,-0.215,0,0,0,0,-4.146,-4.146,98.62386,2025.994
"20250822004040",2688860,12.8,0,-7.42,-0.088,306.5,-0.879,-4.733,-0.05,358.4,-0.219,0,0,0,0,-4.478,-4.478,98.60793,2025.331
"20250822004100",2688861,12.82,0,-7.449,-0.089,305.5,-0.892,-4.511,-0.047,357.6,-0.228,0,0,0,0,-4.312,-4.312,98.61192,2025.496
"20250822004120",2688862,12.83,0,-7.589,-0.09,305.3,-0.895,-4.511,-0.047,357.7,-0.228,0,0,0,0,-4.146,-4.146,98.61591,2025.663
"20250822004140",2688863,12.85,0,-7.645,-0.091,304.8,-0.902,-4.479,-0.047,357.8,-0.228,0,0,0,0,-4.312,-4.312,98.60795,2025.331
"20250822004200",2688864,12.85,0,-7.73,-0.092,305.1,-0.898,-4.352,-0.046,357.1,-0.235,0,0,0,0,-4.146,-4.146,98.62387,2025.995
"20250822004220",2688865,12.88,0,-7.786,-0.093,306.9,-0.878,-4.32,-0.045,357.2,-0.235,0,0,0,0,-3.98,-3.98,98.60397,2025.165
"20250822004240",2688866,12.88,0,-7.73,-0.092,308.3,-0.861,-4.352,-0.046,357.2,-0.235,0,0,0,0,-4.146,-4.146,98.60397,2025.165
"20250822004300",2688867,12.88,0,-7.814,-0.093,310.8,-0.832,-4.352,-0.046,356.8,-0.24,0,0,0,0,-4.478,-4.478,98.6199,2025.829
"20250822004320",2688868,12.89,0,-7.814,-0.093,312.8,-0.807,-4.352,-0.046,356.9,-0.24,0,0,0,0,-3.649,-3.649,98.61592,2025.663
"20250822004340",2688869,12.88,0,-7.786,-0.093,314.9,-0.781,-4.415,-0.046,357.3,-0.234,0,0,0,0,-4.146,-4.146,98.6199,2025.829
"20250822004400",2688870,12.88,0,-7.673,-0.091,317.4,-0.751,-4.447,-0.047,357.7,-0.23,0,0,0,0,-4.312,-4.312,98.61194,2025.497
"20250822004420",2688871,12.88,0,-7.645,-0.091,319.9,-0.721,-4.511,-0.047,357.7,-0.231,0,0,0,0,-4.478,-4.478,98.61195,2025.498
"20250822004440",2688872,12.88,0,-7.561,-0.09,322.8,-0.686,-4.574,-0.048,358,-0.227,0,0,0,0,-4.312,-4.312,98.61593,2025.664
"20250822004500",2688873,12.88,0,-7.392,-0.088,326.7,-0.639,-4.638,-0.049,358.3,-0.224,0,0,0,0,-4.146,-4.146,98.62787,2026.161
"20250822004520",2688874,12.88,0,-7.252,-0.086,331,-0.587,-4.701,-0.05,358.4,-0.223,0,0,0,0,-4.146,-4.146,98.61991,2025.829
"20250822004540",2688875,12.88,0,-7.139,-0.085,335.4,-0.533,-4.733,-0.05,358.5,-0.222,0,0,0,0,-4.312,-4.312,98.61195,2025.498
"20250822004600",2688876,12.87,0,-7.027,-0.084,339,-0.49,-4.765,-0.05,359,-0.217,0,0,0,0,-3.317,-3.317,98.61195,2025.498
"20250822004620",2688877,12.87,0,-6.858,-0.082,341.1,-0.464,-4.765,-0.05,359.1,-0.216,0,0,0,0,-4.146,-4.146,98.63186,2026.327
"20250822004640",2688878,12.89,0,-6.746,-0.08,343.3,-0.439,-4.765,-0.05,359.8,-0.208,0,0,0,0,-4.312,-4.312,98.63186,2026.327
"20250822004700",2688879,12.87,0,-6.521,-0.078,343.9,-0.43,-4.796,-0.051,359.9,-0.207,0,0,0,0,-3.815,-3.815,98.61992,2025.83
"20250822004720",2688880,12.89,0,-6.38,-0.076,343.5,-0.436,-4.796,-0.051,360.1,-0.205,0,0,0,0,-4.478,-4.478,98.61196,2025.499
"20250822004740",2688881,12.89,0,-6.296,-0.075,341.6,-0.459,-4.733,-0.05,360.3,-0.204,0,0,0,0,-4.312,-4.312,98.63187,2026.328
"20250822004800",2688882,12.9,0,-6.156,-0.073,336.9,-0.517,-4.733,-0.05,360.4,-0.203,0,0,0,0,-4.146,-4.146,98.61993,2025.83
"20250822004820",2688883,12.9,0,-6.184,-0.074,331.4,-0.583,-4.701,-0.05,360.2,-0.205,0,0,0,0,-4.146,-4.146,98.60799,2025.333
"20250822004840",2688884,12.93,0,-6.268,-0.075,326.2,-0.648,-4.669,-0.049,360.4,-0.205,0,0,0,0,-3.649,-3.649,98.60799,2025.333
"20250822004900",2688885,12.93,0,-6.352,-0.076,323.1,-0.685,-4.733,-0.05,360.4,-0.205,0,0,0,0,-3.483,-3.483,98.61196,2025.499
"20250822004920",2688886,12.94,0,-6.437,-0.077,323.1,-0.687,-4.733,-0.05,360.5,-0.204,0,0,0,0,-3.98,-3.98,98.61993,2025.83
"20250822004940",2688887,12.96,0,-6.549,-0.078,324.8,-0.667,-4.638,-0.049,360.3,-0.208,0,0,0,0,-4.146,-4.146,98.604,2025.167
"20250822005000",2688888,12.99,0,-6.605,-0.079,327.4,-0.637,-4.733,-0.05,360.6,-0.206,0,0,0,0,-4.146,-4.146,98.61196,2025.499
"20250822005020",2688889,13,0,-6.605,-0.079,330.3,-0.604,-4.669,-0.049,360.5,-0.207,0,0,0,0,-3.98,-3.98,98.60421,2025.175
"20250822005040",2688890,13.02,0,-6.605,-0.079,333.4,-0.567,-4.638,-0.049,360.5,-0.209,0,0,0,0,-4.146,-4.146,98.60819,2025.341
"20250822005100",2688891,13.02,0,-6.549,-0.078,334.8,-0.55,-4.606,-0.049,360.5,-0.209,0,0,0,0,-3.98,-3.98,98.61217,2025.507
"20250822005120",2688892,13.03,0,-6.577,-0.078,334.6,-0.553,-4.638,-0.049,360.9,-0.205,0,0,0,0,-4.146,-4.146,98.60819,2025.341
"20250822005140",2688893,13.05,0,-6.493,-0.077,333.3,-0.57,-4.669,-0.049,361.1,-0.204,0,0,0,0,-4.312,-4.312,98.61217,2025.507
"20250822005200",2688894,13.07,0,-6.521,-0.078,332.4,-0.583,-4.733,-0.05,361,-0.206,0,0,0,0,-3.98,-3.98,98.61611,2025.671
"20250822005220",2688895,13.07,0,-6.493,-0.077,331.7,-0.591,-4.765,-0.05,361.1,-0.206,0,0,0,0,-4.312,-4.312,98.61611,2025.671
"20250822005240",2688896,13.09,0,-6.493,-0.077,332.4,-0.584,-4.828,-0.051,361.3,-0.204,0,0,0,0,-4.478,-4.478,98.62805,2026.169
"20250822005300",2688897,13.12,0,-6.493,-0.077,334.4,-0.562,-4.86,-0.051,361.3,-0.205,0,0,0,0,-4.312,-4.312,98.60418,2025.174
"20250822005320",2688898,13.12,0,-6.465,-0.077,335.3,-0.55,-4.86,-0.051,361.3,-0.205,0,0,0,0,-4.312,-4.312,98.61211,2025.504
"20250822005340",2688899,13.15,0,-6.493,-0.077,335.1,-0.555,-4.86,-0.051,361.6,-0.204,0,0,0,0,-4.146,-4.146,98.61608,2025.67
"20250822005400",2688900,13.16,0,-6.493,-0.077,334.5,-0.562,-4.987,-0.053,361.6,-0.205,0,0,0,0,-2.985,-2.985,98.60016,2025.007
